country_name,country_code,indicator_name,value,year
Costa Rica,CRI,"Population ages 45-49, female (% of female population)",5.001835,1999-01-01 00:00:00
Costa Rica,CRI,"Population ages 45-49, female (% of female population)",6.793121,2011-01-01 00:00:00
Costa Rica,CRI,"Population ages 45-49, male (% of male population)",3.601593,1970-01-01 00:00:00
Costa Rica,CRI,"Population ages 45-49, male (% of male population)",3.906339,1982-01-01 00:00:00
Costa Rica,CRI,"Population ages 45-49, male (% of male population)",4.85626,1997-01-01 00:00:00
Costa Rica,CRI,"Population ages 50-54, female (% of female population)",3.038271,1960-01-01 00:00:00
Costa Rica,CRI,"Population ages 55-59, female (% of female population)",5.308522,2015-01-01 00:00:00
Costa Rica,CRI,"Population ages 55-59, male (% of male population)",2.474843,1965-01-01 00:00:00
Costa Rica,CRI,"Population ages 55-59, male (% of male population)",2.822772,1991-01-01 00:00:00
Costa Rica,CRI,"Population ages 55-59, male (% of male population)",5.434716,2017-01-01 00:00:00
Costa Rica,CRI,"Population ages 60-64, female (% of female population)",2.043392,1980-01-01 00:00:00
Costa Rica,CRI,"Population ages 60-64, female (% of female population)",3.709808,2012-01-01 00:00:00
Costa Rica,CRI,"Population ages 60-64, male (% of male population)",1.917944,1969-01-01 00:00:00
Costa Rica,CRI,"Population ages 60-64, male (% of male population)",1.943668,1970-01-01 00:00:00
Costa Rica,CRI,"Population ages 60-64, male (% of male population)",4.104176,2017-01-01 00:00:00
Costa Rica,CRI,"Population ages 65 and above, male (% of male population)",3.037082,1968-01-01 00:00:00
Costa Rica,CRI,"Population ages 65 and above, male (% of male population)",3.248845,1972-01-01 00:00:00
Costa Rica,CRI,"Population ages 65 and above, male (% of male population)",5.100855,2000-01-01 00:00:00
Costa Rica,CRI,"Population ages 65-69, female (% of female population)",1.733838,1988-01-01 00:00:00
Costa Rica,CRI,"Population ages 65-69, male (% of male population)",1.379663,1970-01-01 00:00:00
Costa Rica,CRI,"Population ages 65-69, male (% of male population)",1.589115,1988-01-01 00:00:00
Costa Rica,CRI,"Population ages 70-74, female (% of female population)",1.680886,2002-01-01 00:00:00
Costa Rica,CRI,"Population ages 70-74, female (% of female population)",1.710631,2003-01-01 00:00:00
Costa Rica,CRI,"Population ages 70-74, male (% of male population)",1.122943,1984-01-01 00:00:00
Costa Rica,CRI,"Population ages 75-79, female (% of female population)",0.945971,1992-01-01 00:00:00
Costa Rica,CRI,"Population ages 75-79, female (% of female population)",1.357456,2007-01-01 00:00:00
Costa Rica,CRI,"Population ages 75-79, male (% of male population)",0.618486,1979-01-01 00:00:00
Costa Rica,CRI,"Population ages 75-79, male (% of male population)",0.93202,2001-01-01 00:00:00
Costa Rica,CRI,"Population ages 75-79, male (% of male population)",1.466556,2016-01-01 00:00:00
Costa Rica,CRI,"Population ages 80 and above, male (% of male population)",0.887358,2001-01-01 00:00:00
Costa Rica,CRI,"Population ages 80 and older, female (% of female population)",0.792721,1986-01-01 00:00:00
Costa Rica,CRI,Population growth (annual %),3.644979,1963-01-01 00:00:00
Costa Rica,CRI,"Population, female (% of total population)",49.539821,1983-01-01 00:00:00
Costa Rica,CRI,"Population, male (% of total population)",50.802317,1961-01-01 00:00:00
Costa Rica,CRI,Prevalence of anemia among non-pregnant women (% of women ages 15-49),12.1,2011-01-01 00:00:00
Costa Rica,CRI,Prevalence of anemia among pregnant women (%),19.4,2001-01-01 00:00:00
Costa Rica,CRI,Prevalence of anemia among women of reproductive age (% of women ages 15-49),14.5,2004-01-01 00:00:00
Costa Rica,CRI,"Prevalence of HIV, total (% of population ages 15-49)",0.1,1990-01-01 00:00:00
Costa Rica,CRI,"Prevalence of overweight (modeled estimate, % of children under 5)",8.1,2018-01-01 00:00:00
Costa Rica,CRI,"Prevalence of overweight, male (% of male adults)",36.7,1992-01-01 00:00:00
Costa Rica,CRI,"Prevalence of overweight, male (% of male adults)",56.2,2012-01-01 00:00:00
Costa Rica,CRI,"Primary completion rate, male (% of relevant age group)",79.766823,1996-01-01 00:00:00
Costa Rica,CRI,"Primary completion rate, total (% of relevant age group)",75.138779,1984-01-01 00:00:00
Costa Rica,CRI,"Primary completion rate, total (% of relevant age group)",99.326073,2010-01-01 00:00:00
Costa Rica,CRI,"Probability of dying among children ages 5-9 years (per 1,000)",1.4,1991-01-01 00:00:00
Costa Rica,CRI,"Probability of dying among youth ages 20-24 years (per 1,000)",4.3,2010-01-01 00:00:00
Costa Rica,CRI,Rural population growth (annual %),-2.576319,2008-01-01 00:00:00
Costa Rica,CRI,"School enrollment, primary (% gross)",115.351807,2008-01-01 00:00:00
Costa Rica,CRI,"School enrollment, primary, female (% gross)",104.692711,1970-01-01 00:00:00
Costa Rica,CRI,"School enrollment, primary, female (% gross)",100.064491,1988-01-01 00:00:00
Costa Rica,CRI,"School enrollment, primary, female (% gross)",103.207291,1997-01-01 00:00:00
Costa Rica,CRI,"School enrollment, secondary (% gross)",46.731949,1981-01-01 00:00:00
Costa Rica,CRI,"School enrollment, secondary (% gross)",43.489979,1990-01-01 00:00:00
Costa Rica,CRI,"School enrollment, secondary (% net)",22.11069,1970-01-01 00:00:00
Costa Rica,CRI,"School enrollment, secondary, female (% gross)",93.220306,2008-01-01 00:00:00
Costa Rica,CRI,"School enrollment, secondary, male (% gross)",60.73806,1999-01-01 00:00:00
Costa Rica,CRI,"School enrollment, tertiary (% gross)",26.75173,1989-01-01 00:00:00
Costa Rica,CRI,"School enrollment, tertiary (% gross)",29.082109,1991-01-01 00:00:00
Costa Rica,CRI,"School enrollment, tertiary, female (% gross)",8.71308,1971-01-01 00:00:00
Costa Rica,CRI,"Stillbirth rate (per 1,000 total births)",4.890895,2004-01-01 00:00:00
Costa Rica,CRI,"Suicide mortality rate, male (per 100,000 male population)",11.3,2000-01-01 00:00:00
Costa Rica,CRI,"Survival to age 65, female (% of cohort)",88.767644,2008-01-01 00:00:00
Costa Rica,CRI,"Survival to age 65, female (% of cohort)",89.230836,2011-01-01 00:00:00
Costa Rica,CRI,"Survival to age 65, male (% of cohort)",76.159405,1985-01-01 00:00:00
Costa Rica,CRI,"Survival to age 65, male (% of cohort)",80.109247,1999-01-01 00:00:00
Costa Rica,CRI,Urban population (% of total population),56.367,1997-01-01 00:00:00
Costa Rica,CRI,Urban population growth (annual %),4.566586,1987-01-01 00:00:00
Cote d'Ivoire,CIV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",222.5466,1964-01-01 00:00:00
Cote d'Ivoire,CIV,"Age at first marriage, female",21.5,1998-01-01 00:00:00
Cote d'Ivoire,CIV,"Age dependency ratio, old",5.146792,1993-01-01 00:00:00
Cote d'Ivoire,CIV,"Birth rate, crude (per 1,000 people)",38.325,2007-01-01 00:00:00
Cote d'Ivoire,CIV,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",24.8,2012-01-01 00:00:00
Cote d'Ivoire,CIV,"Condom use, population ages 15-24, female (% of females ages 15-24)",23.1,2012-01-01 00:00:00
Cote d'Ivoire,CIV,Domestic general government health expenditure per capita (current US$),8.629209,2007-01-01 00:00:00
Cote d'Ivoire,CIV,Domestic private health expenditure (% of current health expenditure),74.70401,2000-01-01 00:00:00
Cote d'Ivoire,CIV,Domestic private health expenditure per capita (current US$),28.651382,2003-01-01 00:00:00
Cote d'Ivoire,CIV,"External health expenditure per capita, PPP (current international $)",22.310038,2014-01-01 00:00:00
Cote d'Ivoire,CIV,"Fertility rate, total (births per woman)",7.841,1965-01-01 00:00:00
Cote d'Ivoire,CIV,"Fertility rate, total (births per woman)",6.298,1994-01-01 00:00:00
Cote d'Ivoire,CIV,"Fertility rate, total (births per woman)",5.029,2011-01-01 00:00:00
Cote d'Ivoire,CIV,"Human capital index (HCI), lower bound (scale 0-1)",0.352786,2018-01-01 00:00:00
Cote d'Ivoire,CIV,"Labor force, female (% of total labor force)",34.199324,1997-01-01 00:00:00
Cote d'Ivoire,CIV,"Life expectancy at birth, male (years)",51.655,1988-01-01 00:00:00
Cote d'Ivoire,CIV,"Life expectancy at birth, male (years)",48.66,2005-01-01 00:00:00
Cote d'Ivoire,CIV,Low-birthweight babies (% of births),17.425383,2001-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality caused by road traffic injury, female (per 100,000 female population)",13.7,2003-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality caused by road traffic injury, male (per 100,000 male population)",32.1,2015-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",30.7,2003-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, male (per 100,000 male population)",49.5,2016-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, adult, female (per 1,000 female adults)",419.893,1963-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, adult, female (per 1,000 female adults)",331.7,1976-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, adult, female (per 1,000 female adults)",429.08,1997-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, adult, male (per 1,000 male adults)",382.785,1978-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, adult, male (per 1,000 male adults)",439.412,2009-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, infant (per 1,000 live births)",176.6,1967-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, infant, female (per 1,000 live births)",73.9,2006-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, infant, female (per 1,000 live births)",53.4,2018-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, neonatal (per 1,000 live births)",87.2,1960-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, neonatal (per 1,000 live births)",37.5,2012-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, under-5, female (per 1,000)",165.8,1978-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, under-5, female (per 1,000)",96.2,2010-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, under-5, female (per 1,000)",84.3,2014-01-01 00:00:00
Cote d'Ivoire,CIV,"Mortality rate, under-5, male (per 1,000)",156.2,1999-01-01 00:00:00
Cote d'Ivoire,CIV,"Nurses and midwives (per 1,000 people)",0.5719,2013-01-01 00:00:00
Cote d'Ivoire,CIV,Out-of-pocket expenditure (% of current health expenditure),51.143421,2014-01-01 00:00:00
Cote d'Ivoire,CIV,Out-of-pocket expenditure per capita (current US$),27.039349,2015-01-01 00:00:00
Cote d'Ivoire,CIV,"People practicing open defecation, rural (% of rural population)",55.80972,2004-01-01 00:00:00
Cote d'Ivoire,CIV,People using at least basic sanitation services (% of population),24.730208,2007-01-01 00:00:00
Cote d'Ivoire,CIV,"People using at least basic sanitation services, urban  (% of urban population)",40.838928,2006-01-01 00:00:00
Cote d'Ivoire,CIV,People using safely managed drinking water services (% of population),35.076462,2018-01-01 00:00:00
Cote d'Ivoire,CIV,"People using safely managed drinking water services, urban (% of urban population)",56.859287,2000-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 00-04, male (% of male population)",18.547508,1982-01-01 00:00:00
Cote d'Ivoire,CIV,Population ages 0-14 (% of total population),45.260697,1980-01-01 00:00:00
Cote d'Ivoire,CIV,Population ages 0-14 (% of total population),42.166738,2017-01-01 00:00:00
Cote d'Ivoire,CIV,Population ages 0-14 (% of total population),41.508474,2020-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 0-14, female (% of female population)",46.59485,1992-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 05-09, female (% of female population)",13.971667,1960-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 05-09, female (% of female population)",14.642966,1963-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 05-09, female (% of female population)",14.49875,1965-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 05-09, female (% of female population)",15.669697,1983-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 05-09, female (% of female population)",14.994027,2006-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 05-09, male (% of male population)",14.322582,2005-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 10-14, male (% of male population)",12.530417,2015-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 15-19, female (% of female population)",11.172955,2011-01-01 00:00:00
Cote d'Ivoire,CIV,Population ages 15-64 (% of total population),52.418041,1973-01-01 00:00:00
Cote d'Ivoire,CIV,Population ages 15-64 (% of total population),51.860601,1982-01-01 00:00:00
Cote d'Ivoire,CIV,Population ages 15-64 (% of total population),51.950296,1986-01-01 00:00:00
Cote d'Ivoire,CIV,Population ages 15-64 (% of total population),53.064971,2003-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 15-64, male (% of male population)",53.773401,2007-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 15-64, male (% of male population)",54.062748,2010-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 20-24, female (% of female population)",8.277315,1981-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 20-24, female (% of female population)",8.382198,1991-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 20-24, female (% of female population)",9.475351,2014-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 25-29, female (% of female population)",7.689156,1962-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 25-29, female (% of female population)",7.097026,1989-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 25-29, male (% of male population)",7.475996,2008-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 25-29, male (% of male population)",7.738961,2017-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 30-34, female (% of female population)",6.439779,2013-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 30-34, male (% of male population)",6.682519,1989-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 35-39, female (% of female population)",5.047877,1995-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 35-39, male (% of male population)",5.873526,1981-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 40-44, female (% of female population)",4.613821,1961-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 40-44, male (% of male population)",4.755345,1963-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 45-49, female (% of female population)",3.342303,2002-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 45-49, female (% of female population)",3.331907,2003-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 50-54, female (% of female population)",3.004454,1967-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 50-54, male (% of male population)",3.316046,1992-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 50-54, male (% of male population)",3.010476,2014-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 55-59, male (% of male population)",2.431904,2017-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 60-64, female (% of female population)",1.74539,1973-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 60-64, female (% of female population)",1.509188,2010-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 60-64, female (% of female population)",1.683575,2018-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 60-64, male (% of male population)",1.735798,1964-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 65 and above, male (% of male population)",2.90218,2001-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 65-69, female (% of female population)",1.342681,1961-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 65-69, female (% of female population)",1.198751,1979-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 65-69, male (% of male population)",1.189369,1975-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 70-74, female (% of female population)",0.81389,2000-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 70-74, male (% of male population)",0.75867,1988-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 70-74, male (% of male population)",0.881848,2010-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 75-79, female (% of female population)",0.461807,1962-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 75-79, male (% of male population)",0.411171,1975-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 75-79, male (% of male population)",0.427772,1994-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 80 and above, male (% of male population)",0.249906,1992-01-01 00:00:00
Cote d'Ivoire,CIV,"Population ages 80 and older, female (% of female population)",0.260851,1991-01-01 00:00:00
Cote d'Ivoire,CIV,"Population, female (% of total population)",49.044736,2007-01-01 00:00:00
Cote d'Ivoire,CIV,"Population, male (% of total population)",52.280755,1981-01-01 00:00:00
Cote d'Ivoire,CIV,"Population, male (% of total population)",51.354531,2002-01-01 00:00:00
Cote d'Ivoire,CIV,"Population, male (% of total population)",50.77944,2010-01-01 00:00:00
Cote d'Ivoire,CIV,"Prevalence of current tobacco use, females (% of female adults)",2.1,2014-01-01 00:00:00
Cote d'Ivoire,CIV,"Prevalence of overweight (modeled estimate, % of children under 5)",4.5,2000-01-01 00:00:00
Cote d'Ivoire,CIV,"Primary completion rate, female (% of relevant age group)",33.438492,2000-01-01 00:00:00
Cote d'Ivoire,CIV,"Primary completion rate, male (% of relevant age group)",60.816212,1988-01-01 00:00:00
Cote d'Ivoire,CIV,"Probability of dying among adolescents ages 10-14 years (per 1,000)",10.6,1992-01-01 00:00:00
Cote d'Ivoire,CIV,"Probability of dying among adolescents ages 15-19 years (per 1,000)",12.5,1991-01-01 00:00:00
Cote d'Ivoire,CIV,"Public spending on education, total (% of GDP)",4.57743,2014-01-01 00:00:00
Cote d'Ivoire,CIV,Rural population (% of total population),79.79,1962-01-01 00:00:00
Cote d'Ivoire,CIV,Rural population (% of total population),63.386,1979-01-01 00:00:00
Cote d'Ivoire,CIV,"School enrollment, primary (% net)",55.83834,2009-01-01 00:00:00
Cote d'Ivoire,CIV,"School enrollment, primary, male (% gross)",85.731712,1977-01-01 00:00:00
Cote d'Ivoire,CIV,"School enrollment, primary, male (% gross)",90.381172,1984-01-01 00:00:00
Cote d'Ivoire,CIV,"School enrollment, primary, male (% gross)",83.877296,1988-01-01 00:00:00
Cote d'Ivoire,CIV,"School enrollment, primary, male (% gross)",79.254471,1993-01-01 00:00:00
Cote d'Ivoire,CIV,"School enrollment, tertiary (% gross)",8.94925,2016-01-01 00:00:00
Cote d'Ivoire,CIV,"School enrollment, tertiary, female (% gross)",2.72639,2011-01-01 00:00:00
Cote d'Ivoire,CIV,Sex ratio at birth (male births per female births),1.03,2016-01-01 00:00:00
Cote d'Ivoire,CIV,"Suicide mortality rate (per 100,000 population)",14.1,2000-01-01 00:00:00
Cote d'Ivoire,CIV,"Suicide mortality rate (per 100,000 population)",11.5,2007-01-01 00:00:00
Cote d'Ivoire,CIV,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",5.21,2005-01-01 00:00:00
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force)",4.19,1999-01-01 00:00:00
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force)",3.38,2016-01-01 00:00:00
Cote d'Ivoire,CIV,Urban population (% of total population),50.326,2017-01-01 00:00:00
Cote d'Ivoire,CIV,Urban population (% of total population),51.239,2019-01-01 00:00:00
Cote d'Ivoire,CIV,Urban population growth (annual %),6.438859,1968-01-01 00:00:00
Cote d'Ivoire,CIV,Women who were first married by age 18 (% of women ages 20-24),33.2,1999-01-01 00:00:00
Croatia,HRV,Age dependency ratio (% of working-age population),48.359464,1970-01-01 00:00:00
Croatia,HRV,Age dependency ratio (% of working-age population),48.955074,1978-01-01 00:00:00
Croatia,HRV,"Age dependency ratio, young",22.64822,2020-01-01 00:00:00
Croatia,HRV,"Birth rate, crude (per 1,000 people)",9.8,2012-01-01 00:00:00
Croatia,HRV,Capital health expenditure (% of GDP),0.176907,2016-01-01 00:00:00
Croatia,HRV,"Death rate, crude (per 1,000 people)",11.1,1988-01-01 00:00:00
Croatia,HRV,Diabetes prevalence (% of population ages 20 to 79),6.9,2010-01-01 00:00:00
Croatia,HRV,"Domestic general government health expenditure per capita, PPP (current international $)",700.235474,2003-01-01 00:00:00
Croatia,HRV,"Domestic general government health expenditure per capita, PPP (current international $)",1247.5,2007-01-01 00:00:00
Croatia,HRV,"Domestic general government health expenditure per capita, PPP (current international $)",1561.094482,2018-01-01 00:00:00
Croatia,HRV,Domestic private health expenditure per capita (current US$),55.565777,2000-01-01 00:00:00
Croatia,HRV,"Domestic private health expenditure per capita, PPP  (current international $)",158.632584,2005-01-01 00:00:00
Croatia,HRV,"Fertility rate, total (births per woman)",1.87,1984-01-01 00:00:00
Croatia,HRV,"Human capital index (HCI), female, lower bound (scale 0-1)",0.735,2017-01-01 00:00:00
Croatia,HRV,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,2005-01-01 00:00:00
Croatia,HRV,"Incidence of HIV, all (per 1,000 uninfected population)",0.01,1998-01-01 00:00:00
Croatia,HRV,"Labor force, female (% of total labor force)",44.849972,2002-01-01 00:00:00
Croatia,HRV,"Life expectancy at birth, female (years)",74.36,1982-01-01 00:00:00
Croatia,HRV,"Life expectancy at birth, female (years)",75.93,1990-01-01 00:00:00
Croatia,HRV,"Life expectancy at birth, male (years)",67.82,1988-01-01 00:00:00
Croatia,HRV,"Life expectancy at birth, total (years)",76.168293,2009-01-01 00:00:00
Croatia,HRV,Lifetime risk of maternal death (%),0.013986,2008-01-01 00:00:00
Croatia,HRV,Low-birthweight babies (% of births),5.244422,2003-01-01 00:00:00
Croatia,HRV,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",27.6,2008-01-01 00:00:00
Croatia,HRV,"Mortality rate, adult, male (per 1,000 male adults)",260.112,1969-01-01 00:00:00
Croatia,HRV,"Mortality rate, adult, male (per 1,000 male adults)",233.2,1984-01-01 00:00:00
Croatia,HRV,"Mortality rate, adult, male (per 1,000 male adults)",174.609,2000-01-01 00:00:00
Croatia,HRV,"Mortality rate, adult, male (per 1,000 male adults)",139.519,2011-01-01 00:00:00
Croatia,HRV,"Mortality rate, adult, male (per 1,000 male adults)",126.364,2015-01-01 00:00:00
Croatia,HRV,"Mortality rate, neonatal (per 1,000 live births)",12.2,1985-01-01 00:00:00
Croatia,HRV,"Mortality rate, under-5 (per 1,000)",5.2,2012-01-01 00:00:00
Croatia,HRV,"Mortality rate, under-5, female (per 1,000)",7.2,2001-01-01 00:00:00
Croatia,HRV,Out-of-pocket expenditure per capita (current US$),98.987251,2017-01-01 00:00:00
Croatia,HRV,People using at least basic sanitation services (% of population),96.538443,2017-01-01 00:00:00
Croatia,HRV,"People using at least basic sanitation services, urban  (% of urban population)",97.77233,2013-01-01 00:00:00
Croatia,HRV,"People using safely managed sanitation services, urban  (% of urban population)",89.420415,2005-01-01 00:00:00
Croatia,HRV,"Physicians (per 1,000 people)",1.88,1984-01-01 00:00:00
Croatia,HRV,"Physicians (per 1,000 people)",3.0178,2013-01-01 00:00:00
Croatia,HRV,"Population ages 00-04, male (% of male population)",7.415805,1971-01-01 00:00:00
Croatia,HRV,"Population ages 00-04, male (% of male population)",6.505312,1990-01-01 00:00:00
Croatia,HRV,Population ages 0-14 (% of total population),27.509931,1960-01-01 00:00:00
Croatia,HRV,"Population ages 0-14, female (% of female population)",20.618845,1976-01-01 00:00:00
Croatia,HRV,"Population ages 0-14, female (% of female population)",14.503433,2006-01-01 00:00:00
Croatia,HRV,"Population ages 05-09, male (% of male population)",8.419329,1969-01-01 00:00:00
Croatia,HRV,"Population ages 10-14, female (% of female population)",7.762507,1971-01-01 00:00:00
Croatia,HRV,"Population ages 10-14, female (% of female population)",6.483323,1991-01-01 00:00:00
Croatia,HRV,"Population ages 15-19, female (% of female population)",8.186166,1972-01-01 00:00:00
Croatia,HRV,"Population ages 15-19, male (% of male population)",7.514164,1982-01-01 00:00:00
Croatia,HRV,"Population ages 15-19, male (% of male population)",5.434986,2018-01-01 00:00:00
Croatia,HRV,Population ages 15-64 (% of total population),68.635057,1990-01-01 00:00:00
Croatia,HRV,Population ages 15-64 (% of total population),66.40221,2014-01-01 00:00:00
Croatia,HRV,"Population ages 15-64, female (% of female population)",67.127659,1971-01-01 00:00:00
Croatia,HRV,"Population ages 15-64, female (% of female population)",65.783189,1996-01-01 00:00:00
Croatia,HRV,"Population ages 15-64, male (% of male population)",69.339069,2005-01-01 00:00:00
Croatia,HRV,"Population ages 20-24, female (% of female population)",6.29074,1995-01-01 00:00:00
Croatia,HRV,"Population ages 20-24, female (% of female population)",6.48585,2004-01-01 00:00:00
Croatia,HRV,"Population ages 20-24, male (% of male population)",8.919987,1977-01-01 00:00:00
Croatia,HRV,"Population ages 25-29, male (% of male population)",8.491586,1964-01-01 00:00:00
Croatia,HRV,"Population ages 25-29, male (% of male population)",8.209903,1965-01-01 00:00:00
Croatia,HRV,"Population ages 25-29, male (% of male population)",7.925096,1988-01-01 00:00:00
Croatia,HRV,"Population ages 30-34, female (% of female population)",5.662229,1974-01-01 00:00:00
Croatia,HRV,"Population ages 30-34, female (% of female population)",7.424972,1991-01-01 00:00:00
Croatia,HRV,"Population ages 35-39, female (% of female population)",7.150366,2000-01-01 00:00:00
Croatia,HRV,"Population ages 35-39, male (% of male population)",8.497251,1991-01-01 00:00:00
Croatia,HRV,"Population ages 40-44, female (% of female population)",7.461009,1997-01-01 00:00:00
Croatia,HRV,"Population ages 45-49, female (% of female population)",7.021884,1970-01-01 00:00:00
Croatia,HRV,"Population ages 45-49, female (% of female population)",6.836361,2012-01-01 00:00:00
Croatia,HRV,"Population ages 50-54, female (% of female population)",6.887482,1988-01-01 00:00:00
Croatia,HRV,"Population ages 50-54, male (% of male population)",5.679371,1997-01-01 00:00:00
Croatia,HRV,"Population ages 55-59, male (% of male population)",5.323799,1967-01-01 00:00:00
Croatia,HRV,"Population ages 55-59, male (% of male population)",3.560726,1973-01-01 00:00:00
Croatia,HRV,"Population ages 60-64, male (% of male population)",6.239379,2011-01-01 00:00:00
Croatia,HRV,Population ages 65 and above (% of total population),11.605109,1980-01-01 00:00:00
Croatia,HRV,Population ages 65 and above (% of total population),13.685359,1995-01-01 00:00:00
Croatia,HRV,Population ages 65 and above (% of total population),17.440365,2007-01-01 00:00:00
Croatia,HRV,"Population ages 65 and above, female (% of female population)",13.582811,1981-01-01 00:00:00
Croatia,HRV,"Population ages 65 and above, female (% of female population)",20.586494,2007-01-01 00:00:00
Croatia,HRV,"Population ages 65 and above, female (% of female population)",22.281312,2014-01-01 00:00:00
Croatia,HRV,"Population ages 65 and above, male (% of male population)",5.903736,1962-01-01 00:00:00
Croatia,HRV,"Population ages 65 and above, male (% of male population)",10.009646,1994-01-01 00:00:00
Croatia,HRV,"Population ages 65-69, male (% of male population)",3.026355,1964-01-01 00:00:00
Croatia,HRV,"Population ages 65-69, male (% of male population)",4.265105,2011-01-01 00:00:00
Croatia,HRV,"Population ages 70-74, female (% of female population)",2.948857,1968-01-01 00:00:00
Croatia,HRV,"Population ages 75-79, female (% of female population)",1.731304,1969-01-01 00:00:00
Croatia,HRV,"Population ages 75-79, female (% of female population)",4.175912,2003-01-01 00:00:00
Croatia,HRV,"Population ages 75-79, male (% of male population)",0.945751,1966-01-01 00:00:00
Croatia,HRV,"Population ages 75-79, male (% of male population)",1.279915,1995-01-01 00:00:00
Croatia,HRV,"Population ages 80 and above, male (% of male population)",1.690231,1992-01-01 00:00:00
Croatia,HRV,"Population ages 80 and above, male (% of male population)",2.363852,2010-01-01 00:00:00
Croatia,HRV,"Population ages 80 and above, male (% of male population)",2.897321,2013-01-01 00:00:00
Croatia,HRV,"Population ages 80 and older, female (% of female population)",1.401039,1970-01-01 00:00:00
